pident,coverage,taxonomy,alignment_proportion
90,100,family,0.47573435504469985
91,100,species,0.3880374627501064
91,100,genus,0.3880374627501064
91,100,family,0.3880374627501064
92,100,species,0.378884631758195
92,100,genus,0.378884631758195
92,100,family,0.378884631758195
93,100,species,0.3731375053214134
93,100,genus,0.3731375053214134
93,100,family,0.3731375053214134
94,100,species,0.3060876968922946
94,100,genus,0.3060876968922946
94,100,family,0.3060876968922946
95,100,species,0.29161345253299276
95,100,genus,0.29161345253299276
95,100,family,0.29161345253299276
96,100,species,0.2884206045125585
96,100,genus,0.2884206045125585
96,100,family,0.2884206045125585
97,100,species,0.23435504469987228
97,100,genus,0.23435504469987228
97,100,family,0.23435504469987228
98,100,species,0.219029374201788
98,100,genus,0.219029374201788
98,100,family,0.219029374201788
99,100,species,0.219029374201788
99,100,genus,0.219029374201788
99,100,family,0.219029374201788
100,100,species,0.219029374201788
100,100,genus,0.219029374201788
100,100,family,0.219029374201788
